leads_tempo_desde_evento_anterior_mean,leads_tempo_desde_evento_anterior_std,leads_tempo_desde_evento_anterior_75,leads_tempo_desde_evento_anterior_max,leads_score_midia_mean,leads_score_midia_std,leads_score_midia_min,leads_score_midia_25,leads_score_midia_50,leads_score_midia_75,leads_score_midia_max,leads_vg_mean,leads_vg_std,leads_vg_min,leads_vg_25,leads_vg_50,leads_vg_75,leads_vg_max,leads_m2_anuncio_mean,leads_m2_anuncio_std,leads_m2_anuncio_25,leads_m2_anuncio_50,leads_m2_anuncio_75,leads_m2_anuncio_max,leads_in_dorm_mean,leads_in_dorm_75,leads_in_dorm_max,leads_dl_area_total_mean,leads_dl_area_total_std,leads_dl_area_total_50,leads_dl_area_total_75,leads_dl_area_total_max,leads_in_garagens_totais_mean,leads_in_garagens_totais_25,leads_in_garagens_totais_50,leads_in_garagens_totais_75,leads_in_garagens_totais_max,leads_in_garagens_mean,leads_in_garagens_max,leads_evento_quinta,leads_opercao_locacao,leads_finalidade_residencial,leads_tipo_ocupacao_desocupado,leads_tipo_ocupacao_nao_informado,leads_tx_estado_count,leads_imobiliaria_count,leads_qtd_pesquisas,tempo_min_lead_ate_hj,tempo_max_lead_ate_hj
0.0,287.5870084593694,0.0,0.0,17174.0,9489.073329383884,17174.0,17174.0,17174.0,17174.0,17174.0,1500.0,1106351.192412627,1500.0,1500.0,1500.0,1500.0,1500.0,29.41,26553.218435297436,29.41176,29.41176,29.41176,29.41176470588235,2.0,2.0,2.0,51.0,0.0,51.0,51.0,51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,18.0
170.5,340.0,173.0,850.0,13990.0,13275.0,833.0,9605.0,13209.0,32313.0,32313.0,1370.0,770.16,0.0,1600.0,1670.0,1790.0,1790.0,26.95,17.97,27.53846,27.53846,29.09091,50.60606060606061,0.2,0.0,1.0,43.6,27.66,55.0,65.0,65.0,1.25,1.0,2.0,2.0,2.0,0.0,0.0,1.0,5.0,4.0,1.0,2.0,1.0,3.0,6.0,1041.0,18.0
115.5,163.34,231.0,231.0,3083.0,2162.33,1554.0,1554.0,4612.0,4612.0,4612.0,2825.0,247.49,2650.0,2650.0,3000.0,3000.0,3000.0,25.15,1.9,23.80952,26.5,26.5,26.5,3.0,3.0,3.0,48.0,67.88,96.0,96.0,96.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,249.0,18.0
250.8,326.86,275.0,797.0,7815.2,6993.95,841.0,3714.0,4138.0,13209.0,17174.0,0.0,1106351.192412627,0.0,0.0,0.0,0.0,0.0,0.0,26553.218435297436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1273.0,18.0
0.0,287.5870084593694,0.0,0.0,13209.0,9489.073329383884,13209.0,13209.0,13209.0,13209.0,13209.0,1000.0,1106351.192412627,1000.0,1000.0,1000.0,1000.0,1000.0,10.0,26553.218435297436,10.0,10.0,10.0,10.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,18.0
44.47,89.26,24.0,335.0,20184.5,12130.01,5753.0,13209.0,17174.0,32313.0,37444.0,108630.25,156431.24,0.0,1089.0,1250.0,319000.0,380000.0,1435.34,2087.1,26.0,43.56,3832.95195,6222.222222222223,0.33,0.0,2.0,21.17,33.25,0.0,30.0,106.0,0.86,0.0,1.0,1.0,2.0,0.25,2.0,4.0,12.0,24.0,7.0,13.0,1.0,23.0,38.0,1721.0,18.0
3.5,4.95,7.0,7.0,1554.0,9489.073329383884,1554.0,1554.0,1554.0,1554.0,1554.0,101300.0,139582.88,2600.0,2600.0,200000.0,200000.0,200000.0,2018.57,2802.16,37.14286,4000.0,4000.0,4000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,25.0,18.0
0.0,0.0,0.0,0.0,32313.0,9489.073329383884,32313.0,32313.0,32313.0,32313.0,32313.0,1563.33,63.51,1490.0,1490.0,1600.0,1600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,3.0,18.0,18.0
455.33,787.79,1365.0,1365.0,13409.33,3668.6,9845.0,9845.0,13209.0,17174.0,17174.0,180000.0,1106351.192412627,180000.0,180000.0,180000.0,180000.0,180000.0,3450.26,26553.218435297436,3450.25877,3450.25877,3450.25877,3450.2587694077056,2.0,2.0,2.0,52.17,0.0,52.17,52.17,52.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,1385.0,18.0
56.14,316.81,5.0,2264.0,11070.57,11027.23,241.0,3714.0,6231.0,17174.0,32313.0,107999.05,248770.6,0.0,1650.0,2300.0,2650.0,965000.0,956.14,2221.86,18.58974,27.11111,35.71429,9083.333333333334,0.79,2.0,3.0,59.05,58.84,56.0,120.0,160.0,2.18,2.0,2.0,2.0,9.0,0.74,3.0,6.0,32.0,41.0,21.0,15.0,1.0,21.0,59.0,2897.0,18.0
0.0,287.5870084593694,0.0,0.0,13209.0,9489.073329383884,13209.0,13209.0,13209.0,13209.0,13209.0,1800.0,1106351.192412627,1800.0,1800.0,1800.0,1800.0,1800.0,41.86,26553.218435297436,41.86047,41.86047,41.86047,41.86046511627907,1.0,1.0,1.0,60.0,0.0,60.0,60.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,18.0
686.0,970.15,1372.0,1372.0,24743.5,10704.89,17174.0,17174.0,32313.0,32313.0,32313.0,735000.0,1106351.192412627,735000.0,735000.0,735000.0,735000.0,735000.0,10500.0,26553.218435297436,10500.0,10500.0,10500.0,10500.0,3.0,3.0,3.0,80.0,0.0,80.0,80.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1390.0,18.0
35.25,42.17,84.0,84.0,5737.67,9904.16,7.0,7.0,32.0,17174.0,17174.0,1933.33,602.77,1300.0,1300.0,2000.0,2500.0,2500.0,5.38,4.66,0.0,8.06452,8.06452,8.064516129032258,0.67,2.0,2.0,236.0,209.49,308.0,400.0,400.0,3.67,2.0,4.0,5.0,5.0,0.67,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,160.0,18.0
2.75,4.86,10.0,10.0,15191.5,2803.68,13209.0,13209.0,17174.0,17174.0,17174.0,2615.25,57.94,2580.0,2580.0,2600.0,2701.0,2701.0,38.16,4.41,34.4,40.96424,42.87302,42.87301587301587,1.0,2.0,2.0,23.2,46.39,0.0,92.78,92.78,1.25,1.0,1.0,2.0,2.0,0.5,1.0,2.0,4.0,4.0,1.0,3.0,1.0,2.0,4.0,30.0,18.0
2.33,3.21,6.0,6.0,3653.5,2969.14,1554.0,1554.0,5753.0,5753.0,5753.0,303333.33,262741.95,0.0,0.0,450000.0,460000.0,460000.0,3846.56,3395.72,0.0,5111.11111,6428.57143,6428.571428571428,1.67,3.0,3.0,103.33,89.63,150.0,160.0,160.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,2.0,0.0,3.0,2.0,1.0,1.0,3.0,3.0,25.0,18.0
0.0,287.5870084593694,0.0,0.0,17174.0,9489.073329383884,17174.0,17174.0,17174.0,17174.0,17174.0,2000.0,1106351.192412627,2000.0,2000.0,2000.0,2000.0,2000.0,33.33,26553.218435297436,33.33333,33.33333,33.33333,33.333333333333336,2.0,2.0,2.0,60.0,0.0,60.0,60.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,18.0
3.69,6.03,5.0,32.0,16933.5,21749.9,1554.0,1554.0,32313.0,32313.0,32313.0,529318.94,578125.1,180000.0,230000.0,345000.0,560000.0,3150000.0,6181.17,2662.12,4798.66472,5750.0,7285.71429,15000.0,1.22,2.0,5.0,76.09,104.24,47.93,123.0,596.0,1.09,1.0,1.0,2.0,3.0,0.58,3.0,6.0,0.0,35.0,3.0,20.0,1.0,26.0,42.0,187.0,18.0
20.43,30.79,43.0,80.0,17013.67,15380.13,1554.0,1554.0,17174.0,32313.0,32313.0,1362.5,1062.52,0.0,1150.0,1800.0,2500.0,2500.0,18.92,13.3,19.82759,25.71429,30.12048,30.120481927710845,0.5,2.0,2.0,19.5,39.0,0.0,78.0,78.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,7.0,162.0,18.0
65.69,182.65,6.0,657.0,13971.75,12808.02,4612.0,5753.0,13209.0,32313.0,32313.0,385642.86,130535.35,220000.0,310000.0,320000.0,480000.0,689000.0,2727.89,2397.69,1975.30864,2400.0,3100.0,7777.777777777777,1.29,3.0,3.0,121.86,57.64,125.0,162.0,240.0,0.85,0.0,1.0,1.0,2.0,0.64,2.0,4.0,0.0,14.0,2.0,10.0,1.0,7.0,17.0,1073.0,18.0
0.0,287.5870084593694,0.0,0.0,5753.0,9489.073329383884,5753.0,5753.0,5753.0,5753.0,5753.0,330313.3207624817,1106351.192412627,107320.38058700648,149296.05113979947,248453.394005258,438731.0020882515,24786475.075949445,4588.920616252351,26553.218435297436,1096.791111412158,1761.9171716711928,2538.731695644454,148764.76917936187,1.0334823480259034,1.5611029872571547,2.1652391894714853,55343.18507207019,0.0,4865.251092350115,12936.91796246501,725500.7153331941,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.7569396281595989,1.83288071861291,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,18.0
43.68,64.83,78.0,242.0,15311.86,14769.2,192.0,1098.0,13209.0,32313.0,37444.0,805194.09,1154792.99,0.0,3300.0,604000.0,900000.0,3590000.0,3881.6,4342.87,17.80952,4154.92958,6145.2514,12730.496453900709,0.41,0.0,4.0,208.06,234.34,200.0,287.0,973.33,3.11,2.0,4.0,4.0,6.0,0.36,4.0,8.0,9.0,20.0,2.0,15.0,1.0,10.0,28.0,1250.0,18.0
293.29,597.91,241.0,1632.0,11964.0,12869.36,2007.0,3714.0,4612.0,17174.0,32313.0,587980.0,624439.27,0.0,0.0,690000.0,750000.0,1499900.01,2014.73,2760.85,0.0,0.0,4885.66779,5187.969924812031,0.6,0.0,3.0,176.4,178.84,217.0,245.0,420.0,4.5,4.0,7.0,7.0,7.0,0.8,4.0,2.0,0.0,4.0,0.0,4.0,1.0,7.0,7.0,2074.0,18.0
5.33,8.39,15.0,15.0,22761.0,13508.57,13209.0,13209.0,32313.0,32313.0,32313.0,86900.0,149909.41,0.0,0.0,700.0,260000.0,260000.0,1333.33,2309.4,0.0,0.0,4000.0,4000.0,1.0,2.0,2.0,71.67,23.09,85.0,85.0,85.0,1.33,0.0,2.0,2.0,2.0,0.67,2.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,35.0,18.0
0.5,0.71,1.0,1.0,17174.0,9489.073329383884,17174.0,17174.0,17174.0,17174.0,17174.0,1400.0,0.0,1400.0,1400.0,1400.0,1400.0,1400.0,35.0,0.0,35.0,35.0,35.0,35.0,1.0,2.0,2.0,40.0,0.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,19.0,18.0
0.0,287.5870084593694,0.0,0.0,17174.0,9489.073329383884,17174.0,17174.0,17174.0,17174.0,17174.0,7000.0,1106351.192412627,7000.0,7000.0,7000.0,7000.0,7000.0,28.0,26553.218435297436,28.0,28.0,28.0,28.0,0.0,0.0,0.0,250.0,0.0,250.0,250.0,250.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,18.0,18.0
55.13,130.1,32.0,535.0,4502.08,5477.29,0.0,1098.0,2007.0,4612.0,17174.0,370983.38,1003839.93,0.0,3900.0,10500.0,69000.0,4000000.0,1692.68,3157.3,0.0,44.31818,50.0,8333.333333333334,1.18,2.0,6.0,703.56,1516.61,88.0,462.0,6000.0,3.81,1.0,2.0,8.0,17.0,3.47,17.0,4.0,8.0,7.0,7.0,6.0,1.0,20.0,24.0,1350.0,18.0
6.25,18.01,0.0,74.0,11250.43,10812.45,1554.0,4138.0,5753.0,17174.0,32313.0,241604.35,83776.71,0.0,230000.0,255000.0,280000.0,350000.0,3773.58,1975.88,2727.27273,4500.0,5192.30769,5932.203389830508,0.7,2.0,2.0,23.66,34.53,0.0,55.0,89.0,0.95,1.0,1.0,1.0,1.0,0.3,1.0,2.0,0.0,23.0,9.0,10.0,1.0,16.0,28.0,199.0,18.0
0.0,287.5870084593694,0.0,0.0,1554.0,9489.073329383884,1554.0,1554.0,1554.0,1554.0,1554.0,435000.0,1106351.192412627,435000.0,435000.0,435000.0,435000.0,435000.0,7631.58,26553.218435297436,7631.57895,7631.57895,7631.57895,7631.578947368421,3.0,3.0,3.0,72.0,0.0,72.0,72.0,72.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,18.0
1.0,1.41,2.0,2.0,15191.5,2803.68,13209.0,13209.0,17174.0,17174.0,17174.0,1775.0,601.04,1350.0,1350.0,2200.0,2200.0,2200.0,27.17,3.06,25.0,29.33333,29.33333,29.33333333333333,2.5,3.0,3.0,37.5,53.03,75.0,75.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,20.0,18.0
0.0,287.5870084593694,0.0,0.0,841.0,9489.073329383884,841.0,841.0,841.0,841.0,841.0,330313.3207624817,1106351.192412627,107320.38058700648,149296.05113979947,248453.394005258,438731.0020882515,24786475.075949445,4588.920616252351,26553.218435297436,1096.791111412158,1761.9171716711928,2538.731695644454,148764.76917936187,1.0334823480259034,1.5611029872571547,2.1652391894714853,55343.18507207019,0.0,4865.251092350115,12936.91796246501,725500.7153331941,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.7569396281595989,1.83288071861291,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,18.0
0.25,0.5,1.0,1.0,14198.5,13762.25,1554.0,5753.0,17174.0,32313.0,32313.0,171666.67,22546.25,150000.0,150000.0,170000.0,195000.0,195000.0,3498.13,388.3,3125.0,3469.38776,3900.0,3900.0,2.0,2.0,2.0,18.33,31.75,0.0,55.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,4.0,4.0,20.0,18.0
0.0,287.5870084593694,0.0,0.0,4138.0,9489.073329383884,4138.0,4138.0,4138.0,4138.0,4138.0,330313.3207624817,1106351.192412627,107320.38058700648,149296.05113979947,248453.394005258,438731.0020882515,24786475.075949445,4588.920616252351,26553.218435297436,1096.791111412158,1761.9171716711928,2538.731695644454,148764.76917936187,1.0334823480259034,1.5611029872571547,2.1652391894714853,55343.18507207019,0.0,4865.251092350115,12936.91796246501,725500.7153331941,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.7569396281595989,1.83288071861291,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,18.0
0.0,287.5870084593694,0.0,0.0,17174.0,9489.073329383884,17174.0,17174.0,17174.0,17174.0,17174.0,800.0,1106351.192412627,800.0,800.0,800.0,800.0,800.0,14.81,26553.218435297436,14.81481,14.81481,14.81481,14.814814814814817,2.0,2.0,2.0,54.0,0.0,54.0,54.0,54.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,18.0
107.86,282.28,5.0,748.0,18644.33,12996.03,6446.0,6446.0,17174.0,32313.0,32313.0,1533.33,806.64,0.0,1600.0,1600.0,2200.0,2200.0,6.67,10.33,0.0,0.0,20.0,20.0,1.0,3.0,3.0,90.32,47.0,95.44,127.8,127.8,1.0,1.0,1.0,1.0,1.0,0.33,1.0,3.0,6.0,6.0,3.0,0.0,1.0,2.0,7.0,774.0,18.0
20.5,28.99,41.0,41.0,32313.0,9489.073329383884,32313.0,32313.0,32313.0,32313.0,32313.0,270850.0,380635.58,1700.0,1700.0,540000.0,540000.0,540000.0,1943.23,2710.58,26.5625,3859.89993,3859.89993,3859.899928520372,1.0,2.0,2.0,109.45,154.79,218.9,218.9,218.9,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,59.0,18.0
167.17,387.85,45.0,958.0,2730.67,3288.85,192.0,192.0,1554.0,6446.0,6446.0,1295000.0,607536.01,795000.0,1050000.0,1175000.0,1200000.0,2500000.0,9937.63,2680.85,8641.30435,9051.72414,10129.31034,15151.515151515152,2.17,3.0,4.0,138.83,170.35,116.0,165.0,460.0,2.67,2.0,2.0,4.0,4.0,1.67,4.0,1.0,0.0,6.0,2.0,3.0,1.0,4.0,6.0,1022.0,18.0
48.22,204.73,13.0,1162.0,13179.5,13357.7,192.0,4612.0,13209.0,17174.0,37444.0,224183.33,431389.98,0.0,3000.0,4000.0,490000.0,1399000.0,1594.73,2849.1,23.81835,37.0,4400.0,7994.285714285715,0.71,2.0,3.0,197.37,148.77,180.0,308.0,525.0,2.52,2.0,2.0,3.0,10.0,0.58,3.0,9.0,17.0,24.0,5.0,16.0,1.0,12.0,33.0,1567.0,18.0
4.55,8.59,6.0,28.0,8088.83,5872.93,1554.0,4612.0,6231.0,13209.0,17174.0,239942.11,111687.85,0.0,230000.0,290000.0,310000.0,330000.0,2288.53,1466.53,1857.14286,2162.16216,3337.93738,5172.413793103448,1.53,3.0,4.0,125.86,99.21,133.55,175.0,300.0,1.61,1.0,2.0,2.0,3.0,0.95,3.0,6.0,0.0,18.0,1.0,17.0,1.0,14.0,20.0,116.0,18.0
0.0,0.0,0.0,0.0,1554.0,9489.073329383884,1554.0,1554.0,1554.0,1554.0,1554.0,450.0,0.0,450.0,450.0,450.0,450.0,450.0,11.25,0.0,11.25,11.25,11.25,11.25,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,18.0,18.0
0.0,287.5870084593694,0.0,0.0,1554.0,9489.073329383884,1554.0,1554.0,1554.0,1554.0,1554.0,279000.0,1106351.192412627,279000.0,279000.0,279000.0,279000.0,279000.0,3100.0,26553.218435297436,3100.0,3100.0,3100.0,3100.0,2.0,2.0,2.0,120.0,0.0,120.0,120.0,120.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,18.0
260.5,368.4,521.0,521.0,19033.0,18780.76,5753.0,5753.0,32313.0,32313.0,32313.0,1600.0,1106351.192412627,1600.0,1600.0,1600.0,1600.0,1600.0,22.5,26553.218435297436,22.50352,22.50352,22.50352,22.50351617440225,0.0,0.0,0.0,193.0,0.0,193.0,193.0,193.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,539.0,18.0
0.0,0.0,0.0,0.0,1554.0,9489.073329383884,1554.0,1554.0,1554.0,1554.0,1554.0,93725.0,184183.36,1500.0,1650.0,1750.0,370000.0,370000.0,1010.85,1978.44,18.42105,30.0,3978.49462,3978.494623655914,2.25,3.0,3.0,180.2,96.65,150.0,320.8,320.8,1.25,1.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,4.0,18.0,18.0
4.5,7.14,15.0,15.0,1554.0,9489.073329383884,1554.0,1554.0,1554.0,1554.0,1554.0,266250.0,134000.93,120000.0,185000.0,380000.0,380000.0,380000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.0,675.0,236.29,700.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,4.0,37.0,18.0
49.25,104.97,12.0,344.0,6036.75,7818.09,192.0,1028.0,5753.0,17174.0,17174.0,281342.33,225887.84,1800.0,2230.0,310000.0,510000.0,510000.0,3642.27,3262.91,41.2963,5535.71429,6901.40845,7285.714285714285,0.67,2.0,2.0,79.67,103.93,57.0,91.0,391.0,1.2,1.0,1.0,1.0,2.0,0.42,2.0,3.0,4.0,12.0,4.0,4.0,1.0,7.0,17.0,812.0,18.0
0.0,287.5870084593694,0.0,0.0,1554.0,9489.073329383884,1554.0,1554.0,1554.0,1554.0,1554.0,400000.0,1106351.192412627,400000.0,400000.0,400000.0,400000.0,400000.0,0.0,26553.218435297436,0.0,0.0,0.0,0.0,3.0,3.0,3.0,250.0,0.0,250.0,250.0,250.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,18.0
155.67,376.9,6.0,925.0,15191.5,2803.68,13209.0,13209.0,17174.0,17174.0,17174.0,117275.0,283026.45,1500.0,1500.0,1900.0,2250.0,695000.0,1208.52,2895.39,21.42857,30.64516,32.14286,7118.71351019154,2.33,3.0,3.0,45.33,35.25,70.0,70.0,70.0,1.0,1.0,1.0,1.0,1.0,0.83,1.0,2.0,4.0,6.0,4.0,2.0,1.0,5.0,6.0,954.0,18.0
705.0,853.57,1654.0,1654.0,2474.67,2928.62,117.0,117.0,1554.0,5753.0,5753.0,950000.0,1106351.192412627,950000.0,950000.0,950000.0,950000.0,950000.0,3760.29,26553.218435297436,3760.29132,3760.29132,3760.29132,3760.2913236225454,0.0,0.0,0.0,348.06,0.0,348.06,348.06,348.06,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,2133.0,18.0
37.22,83.16,21.0,338.0,10990.57,11186.28,7.0,1554.0,6446.0,17174.0,32313.0,136296.55,149855.76,0.0,1850.0,2200.0,265000.0,445200.0,1400.07,1865.36,10.88235,18.0,2720.0,7446.061214249875,0.59,0.0,3.0,112.02,69.02,150.0,150.0,213.89,1.57,1.0,2.0,2.0,4.0,0.28,4.0,9.0,14.0,29.0,8.0,12.0,1.0,11.0,38.0,1407.0,18.0
208.5,361.01,749.0,749.0,7268.0,2053.35,5753.0,5753.0,6446.0,9605.0,9605.0,537750.0,711126.04,0.0,0.0,651000.0,1500000.0,1500000.0,1611.39,3222.77,0.0,0.0,6445.54455,6445.544554455446,0.0,0.0,0.0,150.25,237.98,101.0,500.0,500.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,854.0,18.0
0.0,287.5870084593694,0.0,0.0,13209.0,9489.073329383884,13209.0,13209.0,13209.0,13209.0,13209.0,850.0,1106351.192412627,850.0,850.0,850.0,850.0,850.0,28.33,26553.218435297436,28.33333,28.33333,28.33333,28.33333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,18.0
102.75,118.25,213.0,213.0,20898.67,10081.94,13209.0,13209.0,17174.0,32313.0,32313.0,52200.0,98534.15,2650.0,2650.0,3500.0,200000.0,200000.0,979.39,1839.29,58.88889,61.44663,3738.31776,3738.3177570093458,1.25,2.0,2.0,39.33,28.26,45.0,67.33,67.33,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,3.0,4.0,0.0,2.0,3.0,3.0,4.0,430.0,18.0
15.54,50.09,5.0,410.0,6284.47,8699.62,0.0,841.0,2007.0,7950.0,32313.0,353860.71,233946.82,0.0,117356.25,366666.66667,574000.0,780000.0,2383.34,2264.1,0.0,2454.17134,4040.58214,10400.0,0.27,0.0,4.0,47414.95,127418.5,360.0,450.9375,390000.0,1.37,0.0,1.0,2.0,5.0,0.25,5.0,25.0,0.0,126.0,46.0,52.0,2.0,31.0,165.0,2156.0,18.0
149.62,282.61,86.0,763.0,11994.0,11818.08,319.0,2503.0,13209.0,17174.0,32313.0,1509.63,521.53,750.0,1200.0,1500.0,2042.95,2300.0,14.4,13.23,0.0,18.03659,20.83333,39.6551724137931,1.55,2.0,3.0,23.13,40.95,0.0,58.0,98.21,1.38,1.0,1.0,2.0,2.0,0.45,2.0,2.0,11.0,11.0,5.0,3.0,1.0,8.0,13.0,1967.0,18.0
269.5,381.13,539.0,539.0,18462.5,19587.56,4612.0,4612.0,32313.0,32313.0,32313.0,1275.0,247.49,1100.0,1100.0,1450.0,1450.0,1450.0,15.94,3.09,13.75,18.125,18.125,18.125,2.5,3.0,3.0,200.0,70.71,250.0,250.0,250.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,557.0,18.0
411.67,499.95,968.0,968.0,15191.5,2803.68,13209.0,13209.0,17174.0,17174.0,17174.0,5100.0,1272.79,4200.0,4200.0,6000.0,6000.0,6000.0,29.63,5.24,25.92593,33.33333,33.33333,33.333333333333336,0.0,0.0,0.0,256.0,8.49,262.0,262.0,262.0,2.5,2.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,1253.0,18.0
531.67,920.01,1594.0,1594.0,11463.5,8075.87,5753.0,5753.0,17174.0,17174.0,17174.0,2350.0,0.0,2350.0,2350.0,2350.0,2350.0,2350.0,32.64,0.0,32.63889,32.63889,32.63889,32.638888888888886,1.0,2.0,2.0,72.0,0.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,4.0,1613.0,18.0
93.88,247.87,108.0,1203.0,7805.73,9772.68,2.0,841.0,4612.0,13209.0,32313.0,382769.32,214408.77,0.0,290000.0,299990.0,429649.8,830000.0,4177.41,2156.56,3590.66427,4785.27607,5049.48662,8404.730046948356,1.47,3.0,3.0,102.48,104.82,89.12,110.0,337.0,1.5,1.0,1.0,2.0,3.0,0.73,3.0,5.0,0.0,14.0,3.0,4.0,1.0,18.0,24.0,2282.0,18.0
45.58,183.95,3.0,904.0,10703.4,13053.45,833.0,1409.0,5753.0,13209.0,32313.0,287619.05,139737.42,0.0,265000.0,320000.0,350000.0,500000.0,1875.79,1031.01,1280.0,2125.0,2666.66667,3571.428571428572,0.52,0.0,3.0,269.43,144.88,255.0,363.0,500.0,3.35,2.0,3.0,4.0,15.0,0.48,3.0,4.0,0.0,19.0,2.0,6.0,1.0,5.0,25.0,1122.0,18.0
85.1,139.82,59.0,350.0,10187.0,6019.18,4612.0,5753.0,13209.0,17174.0,17174.0,65457.14,169568.81,0.0,1000.0,1800.0,1800.0,450000.0,1024.7,2601.01,40.0,48.64865,56.25,6923.076923076923,0.43,1.0,2.0,16.43,32.24,0.0,30.0,85.0,1.0,1.0,1.0,1.0,1.0,0.29,1.0,6.0,5.0,7.0,1.0,5.0,1.0,6.0,10.0,872.0,18.0
